Age,LDTAcc,RT,AttentionCheck,AgeOfMachine,TrialN,ProbeType,ProbePosition,SubjectFreq,SubjectLength,Browser,ProbeFrequency,ProbeCosine,ProbeWord,HasCheck,StimType,StimID,ReadingTime,Condition,OS,fullSentence,Participant
32,1,781.4,0,3,16,UNREL,AFTER-VP,4.510372539,8,Chrome,3.930373842,0.410938427,BERRY,0,experimental,58,1666,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every producer obviously should have addressed the inequality, says The Times.",27
32,1,737,0,3,17,NONCE,AFTER-V,4.189108375,6,Chrome,NA,NA,GLIRM,0,experimental,32,1112.3,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every farmer definitely should have condemned the behaviour, claims The Sun.",27
32,1,623.8000000000001,0,3,21,UNREL,AFTER-V,4.870998895,7,Chrome,4.138893633,0.046719131,OLIVE,0,experimental,13,865.8000000000001,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",27
32,1,641.4,0,3,22,REL,AFTER-V,4.460251055,8,Chrome,5.302678942,0.365606156,STAFF,0,experimental,12,883.1999999999999,REL-AFTER-V,Linux x86_64,"Given the change in the law, every employer clearly should have borne the brunt, reports The Guardian.",27
32,1,677,1,3,24,UNREL,AFTER-V,4.054597373,7,Chrome,3.463204461,0.239131041,CADET,1,experimental,1,999.9,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every surgeon certainly should have undertaken the training, reports The Telegraph.",27
32,1,1046.8,0,3,25,UNREL,AFTER-V,3.659160937,8,Chrome,4.273577104,0.146049347,ALARM,0,experimental,49,916.5,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every examiner certainly should have enforced the rule, says The Telegraph.",27
32,1,633,0,3,28,REL,AFTER-V,5.617442386,7,Chrome,5.350430177,0.291918533,BOARD,0,experimental,42,916.4,REL-AFTER-V,Linux x86_64,"Given the change in the law, every company definitely should have announced the appointment, mentions The Guardian.",27
32,1,646.7,0,3,29,REL,AFTER-V,2.954817735,7,Chrome,4.107372874,0.44493658,STAMP,0,experimental,54,966.5,REL-AFTER-V,Linux x86_64,"Given the change in the law, every postman obviously should have consulted the website, says The Guardian.",27
32,1,853.4000000000001,1,3,31,NONCE,AFTER-VP,2.794650654,7,Chrome,NA,NA,DOOPS,1,experimental,23,2132.4,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every trucker obviously should have notified the firm, suggests The Independent.",27
32,1,688,0,3,35,NONCE,AFTER-V,3.672348826,8,Chrome,NA,NA,YURFS,0,experimental,50,916.8,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every comedian obviously should have considered the damage, says The Sun.",27
32,1,611.9,0,3,36,NONCE,AFTER-V,4.271877839,7,Chrome,NA,NA,ROKES,0,experimental,44,1200.3,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every soldier obviously should have raised the concern, mentions The Sun.",27
32,1,1136.9,1,3,37,REL,AFTER-VP,2.459390987,7,Chrome,4.20061812,0.241572992,DAIRY,1,experimental,57,1567,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every milkman certainly should have involved the union, says The BBC.",27
32,1,764.8000000000001,1,3,41,REL,AFTER-VP,3.541556206,8,Chrome,5.026411782,0.501397476,PLANT,1,experimental,45,1283.1999999999998,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every gardener clearly should have verified the claim, mentions The BBC.",27
32,1,635.4,0,3,42,UNREL,AFTER-V,3.570916411,9,Chrome,3.990911755,0.039438298,BRIDE,0,experimental,55,883.3,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every physicist definitely should have interrupted the meeting, says The Telegraph.",27
32,1,613.1999999999999,0,3,43,UNREL,AFTER-V,4.216284055,12,Chrome,4.938331983,0.110552167,YOUTH,0,experimental,31,1098.7,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every photographer clearly should have cancelled the subscription, claims The Telegraph.",27
32,1,625.7,0,3,44,UNREL,AFTER-V,4.141850119,8,Chrome,3.39835149,0.049636608,SLANG,0,experimental,7,883,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every investor definitely should have updated the protocol, reports The Telegraph.",27
32,1,562.6999999999999,0,3,45,REL,AFTER-VP,3.784228166,8,Chrome,4.550270351,0.656811439,WHEEL,0,experimental,39,1116.1000000000001,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",27
32,1,572.5,1,3,46,REL,AFTER-V,3.147773871,9,Chrome,5.105996143,0.229315858,BLOOD,1,experimental,36,850,REL-AFTER-V,Linux x86_64,"Given the change in the law, every paramedic definitely should have joined the protest, claims The Guardian.",27
32,1,988,0,3,47,NONCE,AFTER-VP,3.563555912,8,Chrome,NA,NA,NERNS,0,experimental,59,1150,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every commuter definitely should have reported the matter, says The Independent.",27
32,1,679.2,0,3,49,NONCE,AFTER-VP,3.223196377,7,Chrome,NA,NA,YULBS,0,experimental,47,1483.7,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every stylist certainly should have read the guidance, mentions The Independent.",27
32,1,546,0,3,51,NONCE,AFTER-V,4.104575844,10,Chrome,NA,NA,QUIBS,0,experimental,2,816.1,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every politician obviously should have upheld the change, reports The Sun.",27
32,1,651.3,1,3,55,REL,AFTER-VP,4.064504628,7,Chrome,3.354276001,0.363666985,BROOM,1,experimental,27,1348,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every cleaner clearly should have discarded the item, claims The BBC.",27
32,1,699.2,0,3,57,REL,AFTER-VP,4.042783642,7,Chrome,4.255257406,0.647438362,BRICK,0,experimental,9,1399.8,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every builder certainly should have filed the report, reports The BBC.",27
32,1,605.6,1,3,58,UNREL,AFTER-VP,5.075778593,7,Chrome,3.413519289,0.055355864,STUMP,1,experimental,10,1331.8000000000002,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every manager obviously should have refuted the rise, reports The Times.",27
32,1,1218.2,1,3,62,REL,AFTER-V,3.927682114,9,Chrome,5.108336861,0.581022535,STAGE,1,experimental,6,901,REL-AFTER-V,Linux x86_64,"Given the change in the law, every performer obviously should have signed the petition, reports The Guardian.",27
32,1,611.8,0,3,64,UNREL,AFTER-VP,3.296803811,9,Chrome,3.689125491,0.137191468,BASIL,1,experimental,40,1332.8999999999999,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every informant obviously should have examined the contract, mentions The Times.",27
32,1,583.5,0,3,66,UNREL,AFTER-V,3.496627781,10,Chrome,4.453364025,0.066770659,PIANO,0,experimental,19,966.7,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",27
32,1,875,0,3,67,NONCE,AFTER-V,3.603458685,5,Chrome,NA,NA,PIVED,0,experimental,8,1050.3,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every boxer clearly should have informed the association, reports The Sun.",27
32,1,596.7,0,3,68,REL,AFTER-V,4.33783738,9,Chrome,5.230293913,0.359043466,PAPER,0,experimental,30,1083.2,REL-AFTER-V,Linux x86_64,"Given the change in the law, every publisher certainly should have defined the term, claims The Guardian.",27
32,1,557.8,0,3,69,UNREL,AFTER-VP,3.087558969,8,Chrome,3.929769388,0.095724535,SHARK,0,experimental,16,1499.4,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every motorist certainly should have received the letter, suggests The Times.",27
32,1,578.8,0,3,74,NONCE,AFTER-VP,2.935126552,6,Chrome,NA,NA,DROWL,0,experimental,29,1483,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every funder obviously should have released the document, claims The Independent.",27
32,1,564,1,3,75,NONCE,AFTER-V,3.331052745,7,Chrome,NA,NA,DWERT,1,experimental,14,932.8,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every midwife clearly should have taken the initiative, suggests The Sun.",27
32,1,969.7,0,3,76,UNREL,AFTER-V,3.96226586,7,Chrome,3.755853299,0.012195619,MODEM,0,experimental,25,850.1,UNREL-AFTER-V,Linux x86_64,"Given the change in the law, every athlete obviously should have declared the affiliation, claims The Telegraph.",27
32,1,1165.2,0,3,78,UNREL,AFTER-VP,3.734240866,10,Chrome,3.567262547,0.101478916,STUNT,0,experimental,4,2215,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every accountant clearly should have disclosed the information, reports The Times.",27
32,1,763,0,3,81,UNREL,AFTER-VP,2.761427779,7,Chrome,4.205675385,0.042865261,RADAR,0,experimental,34,1250.3,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every caterer certainly should have amended the wording, claims The Times.",27
32,1,628.7,0,3,82,UNREL,AFTER-VP,3.571960851,11,Chrome,4.74479794,0.069182129,INDEX,0,experimental,28,1515,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every broadcaster definitely should have rectified the situation, claims The Times.",27
32,1,614.6,0,3,85,REL,AFTER-VP,3.484128918,6,Chrome,4.713931387,0.821285068,HORSE,0,experimental,15,1682.3999999999999,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every jockey obviously should have abandoned the practice, suggests The BBC.",27
32,1,592.3000000000001,0,3,86,REL,AFTER-VP,3.407217937,7,Chrome,4.147611827,0.387145282,DRAIN,0,experimental,21,2135.3,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every plumber definitely should have renewed the insurance, suggests The BBC.",27
32,1,701.6,0,3,87,NONCE,AFTER-V,3.485497116,5,Chrome,NA,NA,BESKS,0,experimental,26,916.1,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",27
32,1,780.8000000000001,0,3,88,REL,AFTER-V,4.78505379,8,Chrome,4.668647528,0.229238232,ESSAY,0,experimental,24,933.1,REL-AFTER-V,Linux x86_64,"Given the change in the law, every graduate certainly should have contacted the council, suggests The Guardian.",27
32,1,698,0,3,92,UNREL,AFTER-VP,3.651952199,6,Chrome,4.189781038,0.169582503,TRIBE,0,experimental,22,1444,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every barber clearly should have heeded the advice, suggests The Times.",27
32,1,656.5999999999999,0,3,94,NONCE,AFTER-VP,3.316655402,8,Chrome,NA,NA,DIRPS,0,experimental,5,1365.8,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",27
32,1,740.1,0,3,95,NONCE,AFTER-VP,3.590390365,7,Chrome,NA,NA,NULSE,0,experimental,17,1300.1000000000001,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",27
32,1,639,0,3,96,UNREL,AFTER-VP,3.506495478,6,Chrome,4.416076472,0.282091996,GLOBE,0,experimental,52,1318.4,UNREL-AFTER-VP,Linux x86_64,"Given the change in the law, every brewer clearly should have warned the supplier, says The Times.",27
32,1,660.9000000000001,0,3,104,REL,AFTER-VP,5.294762043,8,Chrome,5.588746199,0.120705124,POWER,0,experimental,3,1283.1999999999998,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every director definitely should have reconsidered the offer, reports The BBC.",27
32,1,715.1999999999999,0,3,105,REL,AFTER-V,5.005747312,9,Chrome,4.515522967,0.125759944,BONUS,0,experimental,18,949.8,REL-AFTER-V,Linux x86_64,"Given the change in the law, every executive clearly should have paid the fine, suggests The Guardian.",27
32,1,633.1,1,3,106,REL,AFTER-V,4.223689768,7,Chrome,4.176312386,0.141363369,GRAPH,1,experimental,48,982.4000000000001,REL-AFTER-V,Linux x86_64,"Given the change in the law, every analyst obviously should have acknowledged the failing, mentions The Guardian.",27
32,1,714.0999999999999,0,3,108,NONCE,AFTER-VP,3.949644483,9,Chrome,NA,NA,GLOMP,0,experimental,41,1300.8999999999999,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every conductor clearly should have avoided the behaviour, mentions The Independent.",27
32,1,573.8,0,3,111,NONCE,AFTER-V,4.438372257,6,Chrome,NA,NA,GELPS,0,experimental,56,1299.1,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every singer clearly should have sued the organiser, says The Sun.",27
32,1,654.4,1,3,115,REL,AFTER-VP,4.528661332,8,Chrome,4.773777517,0.358177388,STEEL,1,experimental,33,1616.4,REL-AFTER-VP,Linux x86_64,"Given the change in the law, every engineer obviously should have forseen the issue, claims The BBC.",27
32,1,674.4,1,3,117,NONCE,AFTER-VP,3.827345184,7,Chrome,NA,NA,NIRCH,1,experimental,53,1599,NONCE-AFTER-VP,Linux x86_64,"Given the change in the law, every dentist certainly should have asked the question, says The Independent.",27
32,1,639,0,3,120,NONCE,AFTER-V,3.671694735,6,Chrome,NA,NA,MAFTS,0,experimental,38,917.2,NONCE-AFTER-V,Linux x86_64,"Given the change in the law, every sailor definitely should have known the risk, mentions The Sun.",27
28,1,812.5,1,6,3,NONCE,AFTER-V,3.927682114,9,Chrome,NA,NA,PLOBS,1,experimental,6,1551.3,NONCE-AFTER-V,MacIntel,"Given the change in the law, every performer obviously should have signed the petition, reports The Guardian.",28
28,1,1179.6,0,6,4,UNREL,AFTER-VP,3.671694735,6,Chrome,3.984588569,0.119944522,ABBEY,0,experimental,38,2401.6000000000004,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every sailor definitely should have known the risk, mentions The Sun.",28
28,1,944.3000000000001,1,6,5,NONCE,AFTER-VP,4.064504628,7,Chrome,NA,NA,PANCH,1,experimental,27,2553.2,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every cleaner clearly should have discarded the item, claims The BBC.",28
28,1,928.1,0,6,6,REL,AFTER-V,3.087558969,8,Chrome,5.04588704,0.490664923,SPEED,0,experimental,16,1700.099999,REL-AFTER-V,MacIntel,"Given the change in the law, every motorist certainly should have received the letter, suggests The Times.",28
28,1,730.1,1,6,7,NONCE,AFTER-VP,3.541556206,8,Chrome,NA,NA,NORPS,1,experimental,45,2803.5,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every gardener clearly should have verified the claim, mentions The BBC.",28
28,1,841.6,0,6,8,UNREL,AFTER-V,3.223196377,7,Chrome,4.171446442,0.118019216,DRILL,0,experimental,47,1801.1,UNREL-AFTER-V,MacIntel,"Given the change in the law, every stylist certainly should have read the guidance, mentions The Independent.",28
28,1,844.5,0,6,9,REL,AFTER-V,3.734240866,10,Chrome,5.445211745,0.309071146,MONEY,0,experimental,4,1467.900001,REL-AFTER-V,MacIntel,"Given the change in the law, every accountant clearly should have disclosed the information, reports The Times.",28
28,1,717.1999999999999,0,6,10,NONCE,AFTER-V,4.78505379,8,Chrome,NA,NA,GLIPS,0,experimental,24,1550.8999999999999,NONCE-AFTER-V,MacIntel,"Given the change in the law, every graduate certainly should have contacted the council, suggests The Guardian.",28
28,1,829.400001,0,6,11,UNREL,AFTER-VP,3.485497116,5,Chrome,4.06414926,0.039538417,PASTE,0,experimental,26,2800.8,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",28
28,1,729.5,1,6,14,NONCE,AFTER-V,3.147773871,9,Chrome,NA,NA,BLEPH,1,experimental,36,1351,NONCE-AFTER-V,MacIntel,"Given the change in the law, every paramedic definitely should have joined the protest, claims The Guardian.",28
28,1,850.1999999999999,0,6,15,UNREL,AFTER-V,3.949644483,9,Chrome,3.76364436,0.008169191,LINEN,0,experimental,41,1634.400001,UNREL-AFTER-V,MacIntel,"Given the change in the law, every conductor clearly should have avoided the behaviour, mentions The Independent.",28
28,1,862.5,0,6,17,REL,AFTER-V,3.506495478,6,Chrome,3.8393205,0.631759898,BEERS,0,experimental,52,1551.1,REL-AFTER-V,MacIntel,"Given the change in the law, every brewer clearly should have warned the supplier, says The Times.",28
28,1,595.099999,1,6,18,NONCE,AFTER-V,4.223689768,7,Chrome,NA,NA,THOOB,1,experimental,48,1666.900001,NONCE-AFTER-V,MacIntel,"Given the change in the law, every analyst obviously should have acknowledged the failing, mentions The Guardian.",28
28,1,729.599999,1,6,20,NONCE,AFTER-VP,4.528661332,8,Chrome,NA,NA,SPAMP,1,experimental,33,2201.6,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every engineer obviously should have forseen the issue, claims The BBC.",28
28,1,746.299999,0,6,22,NONCE,AFTER-V,5.005747312,9,Chrome,NA,NA,GLARM,0,experimental,18,1418.3,NONCE-AFTER-V,MacIntel,"Given the change in the law, every executive clearly should have paid the fine, suggests The Guardian.",28
28,1,731.7999990000001,1,6,24,UNREL,AFTER-V,2.794650654,7,Chrome,3.875248254,0.16601469,VENUS,1,experimental,23,1441.4,UNREL-AFTER-V,MacIntel,"Given the change in the law, every trucker obviously should have notified the firm, suggests The Independent.",28
28,1,895.8000000000001,0,6,25,UNREL,AFTER-VP,4.104575844,10,Chrome,3.553564965,0.007983453,HINGE,0,experimental,2,2483.8,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every politician obviously should have upheld the change, reports The Sun.",28
28,1,659.3,1,6,27,REL,AFTER-V,5.075778593,7,Chrome,5.575114555,0.143788679,ORDER,1,experimental,10,1318.5,REL-AFTER-V,MacIntel,"Given the change in the law, every manager obviously should have refuted the rise, reports The Times.",28
28,1,715.1999999999999,0,6,33,UNREL,AFTER-V,3.590390365,7,Chrome,4.062863781,0.121592092,VINYL,0,experimental,17,1451.2,UNREL-AFTER-V,MacIntel,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",28
28,1,845.9,0,6,36,REL,AFTER-VP,3.96226586,7,Chrome,4.351910561,0.674954706,MEDAL,0,experimental,25,3584.6,REL-AFTER-VP,MacIntel,"Given the change in the law, every athlete obviously should have declared the affiliation, claims The Telegraph.",28
28,1,680.0999989999999,0,6,37,UNREL,AFTER-V,4.382518198,9,Chrome,3.433099598,0.053885011,RHINO,0,experimental,11,1884.8,UNREL-AFTER-V,MacIntel,"Given the change in the law, every passenger definitely should have demanded the refund, reports The Independent.",28
28,1,713.5,0,6,40,NONCE,AFTER-VP,5.294762043,8,Chrome,NA,NA,GLUSK,0,experimental,3,2134.299999,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every director definitely should have reconsidered the offer, reports The BBC.",28
28,1,665.099999,0,6,41,NONCE,AFTER-VP,4.042783642,7,Chrome,NA,NA,LORKS,0,experimental,9,2233.5,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every builder certainly should have filed the report, reports The BBC.",28
28,1,628,0,6,42,UNREL,AFTER-VP,4.189108375,6,Chrome,3.64832932,0.138065285,JELLY,0,experimental,32,3084.4,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every farmer definitely should have condemned the behaviour, claims The Sun.",28
28,1,730,0,6,44,UNREL,AFTER-VP,4.438372257,6,Chrome,3.939753275,0.081929196,FROST,0,experimental,56,2185.5,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every singer clearly should have sued the organiser, says The Sun.",28
28,1,595.900001,1,6,45,REL,AFTER-V,3.296803811,9,Chrome,4.753427409,0.337449731,AGENT,1,experimental,40,1451.1000000000001,REL-AFTER-V,MacIntel,"Given the change in the law, every informant obviously should have examined the contract, mentions The Times.",28
28,1,829.8,0,6,46,NONCE,AFTER-V,5.617442386,7,Chrome,NA,NA,STRUG,0,experimental,42,1517,NONCE-AFTER-V,MacIntel,"Given the change in the law, every company definitely should have announced the appointment, mentions The Guardian.",28
28,1,695.799999,0,6,47,NONCE,AFTER-VP,3.784228166,8,Chrome,NA,NA,KNARN,0,experimental,39,2034.5,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",28
28,1,663.5,1,6,48,REL,AFTER-VP,4.054597373,7,Chrome,4.235952941,0.245669374,KNIFE,1,experimental,1,2185,REL-AFTER-VP,MacIntel,"Given the change in the law, every surgeon certainly should have undertaken the training, reports The Telegraph.",28
28,1,730.1,0,6,49,REL,AFTER-VP,3.496627781,10,Chrome,4.931775687,0.385224937,BRAND,0,experimental,19,2368.9,REL-AFTER-VP,MacIntel,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",28
28,1,546.4,0,6,52,REL,AFTER-V,2.761427779,7,Chrome,4.606665233,0.479175879,LUNCH,0,experimental,34,1851.6999999999998,REL-AFTER-V,MacIntel,"Given the change in the law, every caterer certainly should have amended the wording, claims The Times.",28
28,1,647.2,0,6,53,REL,AFTER-VP,4.141850119,8,Chrome,5.267842197,0.612401491,SHARE,0,experimental,7,2084.7000000000003,REL-AFTER-VP,MacIntel,"Given the change in the law, every investor definitely should have updated the protocol, reports The Telegraph.",28
28,1,613.299999,0,6,55,NONCE,AFTER-VP,3.484128918,6,Chrome,NA,NA,GUTHS,0,experimental,15,2317.7,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every jockey obviously should have abandoned the practice, suggests The BBC.",28
28,1,629.7,0,6,59,UNREL,AFTER-VP,3.603458685,5,Chrome,3.789496554,0.02763056,SEWER,0,experimental,8,2401.6000000000004,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every boxer clearly should have informed the association, reports The Sun.",28
28,1,697.4,0,6,60,NONCE,AFTER-VP,4.257983625,9,Chrome,NA,NA,YAWKS,0,experimental,51,2251.599999,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every architect definitely should have extended the deadline, says The BBC.",28
28,1,646.5999999999999,0,6,65,REL,AFTER-VP,3.499480888,9,Chrome,4.520684432,0.262233394,VIRUS,0,experimental,37,2068.400001,REL-AFTER-VP,MacIntel,"Given the change in the law, every biologist clearly should have replaced the equipment, mentions The Telegraph.",28
28,1,578,0,6,66,UNREL,AFTER-V,3.583221526,11,Chrome,4.517884107,0.190464999,LOGIC,0,experimental,35,1467.7,UNREL-AFTER-V,MacIntel,"Given the change in the law, every commentator clearly should have condoned the sanction, claims The Independent.",28
28,1,762.8000000000001,0,6,70,NONCE,AFTER-V,4.33783738,9,Chrome,NA,NA,GRULT,0,experimental,30,1384.599999,NONCE-AFTER-V,MacIntel,"Given the change in the law, every publisher certainly should have defined the term, claims The Guardian.",28
28,1,611.7,0,6,71,REL,AFTER-V,3.651952199,6,Chrome,3.815537153,0.477421541,BEARD,0,experimental,22,1384.1000000000001,REL-AFTER-V,MacIntel,"Given the change in the law, every barber clearly should have heeded the advice, suggests The Times.",28
28,1,694.3000000000001,1,6,72,NONCE,AFTER-V,2.442833304,8,Chrome,NA,NA,CLEAP,1,experimental,60,1366.400001,NONCE-AFTER-V,MacIntel,"Given the change in the law, every hotelier clearly should have made the transition, says The Guardian.",28
28,1,631.1999999999999,0,6,74,REL,AFTER-V,4.510372539,8,Chrome,4.993537163,0.442868415,MOVIE,0,experimental,58,1635.900001,REL-AFTER-V,MacIntel,"Given the change in the law, every producer obviously should have addressed the inequality, says The Times.",28
28,1,748.9,0,6,77,UNREL,AFTER-V,2.935126552,6,Chrome,3.642666662,0.032653466,BUNNY,0,experimental,29,1483.3,UNREL-AFTER-V,MacIntel,"Given the change in the law, every funder obviously should have released the document, claims The Independent.",28
28,1,814.1,0,6,80,UNREL,AFTER-V,3.316655402,8,Chrome,3.339578962,0.068335277,COMMA,0,experimental,5,1351.6999999999998,UNREL-AFTER-V,MacIntel,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",28
28,1,545,1,6,86,UNREL,AFTER-VP,4.166816978,8,Chrome,3.894766559,0.003929906,YEAST,1,experimental,20,2001.799999,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every activist certainly should have claimed the compensation, suggests The Sun.",28
28,1,578.3000000000001,1,6,87,UNREL,AFTER-V,3.827345184,7,Chrome,3.750050502,0.118541471,GOOSE,1,experimental,53,1251.6000000000001,UNREL-AFTER-V,MacIntel,"Given the change in the law, every dentist certainly should have asked the question, says The Independent.",28
28,1,765.2,0,6,88,NONCE,AFTER-VP,3.407217937,7,Chrome,NA,NA,SONGE,0,experimental,21,1935.2999989999998,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every plumber definitely should have renewed the insurance, suggests The BBC.",28
28,1,642.5,1,6,90,NONCE,AFTER-VP,2.459390987,7,Chrome,NA,NA,LERTH,1,experimental,57,1935.5,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every milkman certainly should have involved the union, says The BBC.",28
28,1,929.8,1,6,91,UNREL,AFTER-VP,3.331052745,7,Chrome,3.399301254,0.067550257,BRUTE,1,experimental,14,1833.6,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every midwife clearly should have taken the initiative, suggests The Sun.",28
28,1,646.3,0,6,93,REL,AFTER-VP,4.870998895,7,Chrome,5.343083165,0.359033021,CLASS,0,experimental,13,1518.3,REL-AFTER-VP,MacIntel,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",28
28,1,712.7999990000001,0,6,94,UNREL,AFTER-VP,4.271877839,7,Chrome,5.173113896,0.091154285,TABLE,0,experimental,44,1785.099999,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every soldier obviously should have raised the concern, mentions The Sun.",28
28,1,566.3000000000001,0,6,101,UNREL,AFTER-V,3.563555912,8,Chrome,3.954710348,0.06281869,PATIO,0,experimental,59,1234.2000010000002,UNREL-AFTER-V,MacIntel,"Given the change in the law, every commuter definitely should have reported the matter, says The Independent.",28
28,1,629.5,0,6,105,UNREL,AFTER-VP,3.672348826,8,Chrome,4.467858603,0.037918829,FLUID,0,experimental,50,2151,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every comedian obviously should have considered the damage, says The Sun.",28
28,1,579.5,0,6,107,REL,AFTER-VP,3.001120593,6,Chrome,4.68106214,0.276487326,FRUIT,0,experimental,43,1852.3,REL-AFTER-VP,MacIntel,"Given the change in the law, every grocer certainly should have vetoed the proposal, mentions The Telegraph.",28
28,1,560.3000000000001,0,6,108,REL,AFTER-VP,3.659160937,8,Chrome,4.730948829,0.402394073,GRADE,0,experimental,49,1852,REL-AFTER-VP,MacIntel,"Given the change in the law, every examiner certainly should have enforced the rule, says The Telegraph.",28
28,1,581.900001,0,6,111,REL,AFTER-VP,4.216284055,12,Chrome,5.236261817,0.645265134,IMAGE,0,experimental,31,2151.2,REL-AFTER-VP,MacIntel,"Given the change in the law, every photographer clearly should have cancelled the subscription, claims The Telegraph.",28
28,1,995.099999,0,6,112,NONCE,AFTER-V,2.954817735,7,Chrome,NA,NA,GLIMP,0,experimental,54,1334.3,NONCE-AFTER-V,MacIntel,"Given the change in the law, every postman obviously should have consulted the website, says The Guardian.",28
28,1,645.900001,0,6,113,REL,AFTER-V,3.681799882,10,Chrome,4.975835563,0.258602769,MATCH,0,experimental,46,1150.7,REL-AFTER-V,MacIntel,"Given the change in the law, every footballer definitely should have told the truth, mentions The Times.",28
28,1,1012.6999999999999,0,6,115,NONCE,AFTER-V,4.460251055,8,Chrome,NA,NA,SMIME,0,experimental,12,1484.599999,NONCE-AFTER-V,MacIntel,"Given the change in the law, every employer clearly should have borne the brunt, reports The Guardian.",28
28,1,547.2,0,6,119,REL,AFTER-VP,3.570916411,9,Chrome,4.427679227,0.456487588,LASER,0,experimental,55,2201.9,REL-AFTER-VP,MacIntel,"Given the change in the law, every physicist definitely should have interrupted the meeting, says The Telegraph.",28
28,1,615.1,0,6,120,REL,AFTER-V,3.571960851,11,Chrome,5.026411461,0.703118549,RADIO,0,experimental,28,1601,REL-AFTER-V,MacIntel,"Given the change in the law, every broadcaster definitely should have rectified the situation, claims The Times.",28
23,1,627.9,1,1,1,REL,AFTER-V,4.064504628,7,Chrome,3.354276001,0.363666985,BROOM,1,experimental,27,1367.6,REL-AFTER-V,Win32,"Given the change in the law, every cleaner clearly should have discarded the item, claims The BBC.",29
